AARON,10.507599999999996
ABBAS,0.3236
ABDALLAH,0.2655
ABDELKADER,0.0149
ABDIRAHMAN,0.2377
ABDUL,0.8714
ABDULLAH,1.4879999999999998
ABDULLAHI,0.232
ABDULRAHMAN,0.2923
ABE,0.0975
ABEL,1.0937
ABRAHAM,1.0213
ABRAM,0.4315
ADAM,21.8239
ADAMIE,0.0131
ADAMO,0.2574
ADAN,0.14579999999999999
ADDISON,0.38110000000000005
ADEL,0.2346
ADEN,0.7305
ADIL,0.2578
ADNAN,0.2987
ADRIAN,5.418499999999999
ADRIANO,0.7413
ADRIEL,0.40249999999999997
ADRIEN,1.351
AHMAD,1.6873
AHMED,2.799
AIDAN,7.885599999999998
AIDEN,10.0518
AIME,0.011099999999999999
AJAY,0.44580000000000003
AKEEM,0.0693
AKRAM,0.23790000000000006
ALAIN,0.4060000000000001
ALAN,1.405
ALASTAIR,0.17720000000000002
ALBERT,1.8001999999999998
ALBERTO,0.14459999999999998
ALDEN,0.3058
ALDO,0.0751
ALEC,2.0419000000000005
ALEEM,0.0207
ALEJANDRO,0.8423999999999999
ALEK,0.5502999999999999
ALEKSANDAR,0.37820000000000004
ALEKSANDER,0.3514
ALESSANDRO,1.2557
ALEX,10.3766
ALEXANDER,27.123099999999994
ALEXANDRA,0.035500000000000004
ALEXANDRE,15.0949
ALEXANDRO,0.0943
ALEXANDROS,0.22089999999999996
ALEXANDRU,0.2353
ALEXEI,0.1947
ALEXENDRE,0.0138
ALEXI,0.595
ALEXIS,9.430800000000001
ALFRED,0.5473
ALFREDO,0.05959999999999999
ALI,4.845599999999999
ALIM,0.0142
ALISTAIR,0.44049999999999995
ALISTER,0.08680000000000002
ALIX,0.22810000000000002
ALLAN,1.2123000000000002
ALLEN,0.8738
ALLISON,0.0069
ALLISTER,0.1153
ALMEIDA,0.0026
ALPHONSE,0.07150000000000001
ALVIN,0.8522000000000002
ALY,0.12090000000000001
AMAN,0.28939999999999994
AMANDA,0.0093
AMANDEEP,0.12370000000000002
AMAR,0.33009999999999995
AMARDEEP,0.028900000000000002
AMBROSE,0.15940000000000001
AMEER,0.27490000000000003
AMER,0.06920000000000001
AMIN,0.28680000000000005
AMINE,0.5813
AMIR,1.4617
AMIT,0.16919999999999993
AMMAR,0.3955000000000001
AMOS,0.31079999999999997
AMOUR,0.0052
AMRIT,0.27920000000000006
AMRITPAL,0.094
ANAS,0.7612000000000001
ANASS,0.11810000000000002
ANASTASIOS,0.09250000000000001
ANDERS,0.3285
ANDERSON,0.8482
ANDRE,2.5969999999999995
ANDREA,0.1956
ANDREAS,0.6721999999999999
ANDREI,0.5515
ANDREJ,0.07650000000000001
ANDRES,0.6503
ANDREW,21.366300000000003
ANDRIJ,0.0065
ANDY,2.4625999999999997
ANGEL,0.45909999999999995
ANGELO,1.1485
ANGUS,1.0800999999999998
ANH,0.0691
ANIL,0.0633
ANSON,0.5861999999999999
ANTHONY,18.717300000000005
ANTOINE,9.711900000000004
ANTON,0.6733999999999999
ANTONI,0.2066
ANTONIN,0.3766999999999999
ANTONINO,0.0609
ANTONIO,2.2369000000000003
ANTONIOS,0.040299999999999996
ANTONY,1.0541
ARAM,0.1136
AREN,0.1556
ARI,0.7486
ARIC,0.10469999999999999
ARIE,0.15969999999999998
ARIEL,0.41700000000000004
ARIF,0.0298
ARJUN,1.4739
ARLEN,0.11910000000000001
ARMAND,0.19810000000000003
ARMANDO,0.17479999999999998
ARMEN,0.0356
